city,name,description,rating,location,url,cid
St Malo,Apartment Le 1727,"Situé à seulement 5 minutes à pied de la plage, l'Apartment Le 1725 - Le 1727 propose un hébergement à Saint-Malo, dans un bâtiment historique construit en 1727. ",9.8,"Intra muros, Saint-Malo",https://www.booking.com/hotel/fr/apartment-le-1725-1727.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALFhs6iBsACAdICJGQ4YjdiNTc5LWYwMWEtNGRkMS04YzQyLTNjZGEzOTdiZWFkNNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=89a046e2a7b906d4&srepoch=1683194695&from_sustainable_property_sr=1&from=searchresults&map=1,31
Lille,Moxy Lille City,"Bénéficiant d’un emplacement idéal dans le centre de Lille, le Moxy Lille City propose des chambres climatisées, une salle de sport, une connexion Wi-Fi gratuite et une terrasse. ",8.5,"Centre de Lille, Lille",https://www.booking.com/hotel/fr/moxy-lille-city-center-france.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCxYbOogbAAgHSAiQ3YjU2NzFhNS0yNzg5LTQyNDItOGZkOC1kYjg3ZTIxNWQ0YTnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=ec4946e265310019&srepoch=1683194695&from_sustainable_property_sr=1&from=searchresults&map=1,22
Bayeux,ibis budget Bayeux,"L’ibis budget Bayeux vous accueille entre Caen et Cherbourg, à proximité de la sortie 36 de la route N13 et à seulement 13 km des plages du débarquement. ",8.1,Bayeux,https://www.booking.com/hotel/fr/etap-bayeux.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsWGzqIGwAIB0gIkMDU4YjQxODUtNjZlMy00NDQ0LWFlYzctOTlhN2RiMzhmMTcz2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=76b446e216990233&srepoch=1683194695&from_sustainable_property_sr=1&from=searchresults&map=1,6
Paris,Hôtel Brésil Opéra SPA,"L'Hôtel Brésil Opéra SPA est situé dans le centre de Paris, à proximité de l'Opéra et du quartier commerçant des Grands Boulevards, ainsi que des Galeries Lafayette. ",8.3,"9e arr., Paris",https://www.booking.com/hotel/fr/bresil-opera.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9wYXJpc0gNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCxYbOogbAAgHSAiRiNjdlMjY4YS03YjVjLTQ3ODYtOTY1NS03YmI3MTM3NjYyYTnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=592e46e2db210050&srepoch=1683194695&from=searchresults&map=1,28
Rouen,DOMITYS Les Mosaïques,"Situé à Rouen, à 1 km de la gare de Voltaire et à 2 km de la gare de l'Hôtel de ville de Soteville, le DOMITYS Les Mosaïques propose des hébergements avec une connexion Wi-Fi gratuite, un jardin avec...",8.9,Rouen,https://www.booking.com/hotel/fr/domitys-les-mosaiques.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCxYbOogbAAgHSAiRiYmJkYzNjOS02ZGQ3LTQwMDgtYWY4MS0zMDA0ZWNkMTM3ZDfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=95ff46e27a7f0008&srepoch=1683194695&from_sustainable_property_sr=1&from=searchresults&map=1,29
Amiens,Les Jardins de Jules Verne - Côté Mer,"L'établissement Les Jardins de Jules Verne - Côté Mer est situé à Amiens, à 2,8 km du Zénith, à 1,5 km du musée Berny et à 2,4 km du parc des jardins flottants. ",8.7,Amiens,https://www.booking.com/hotel/fr/les-jardins-de-jules-verne-cote-mer.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsWGzqIGwAIB0gIkNDNmOThhNjQtYThkZi00YzcxLWJiYjktZGI5NTI0ZjE1Mjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=384f46e25736021c&srepoch=1683194695&from=searchresults&map=1,2
Amiens,La Pléiade Dorée - Extra Centre - Wifi HD - Terrasse & Jardin,"Dotée d'un jardin et d'une terrasse, La Pléiade Dorée - Extra Centre - Wifi HD - Terrasse & Jardin propose un hébergement avec une connexion Wi-Fi gratuite et une vue sur le jardin à Amiens. ",8.9,Amiens,https://www.booking.com/hotel/fr/la-pleiade-doree-extra-centre-terrasse-et-jardin.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsWGzqIGwAIB0gIkNDNmOThhNjQtYThkZi00YzcxLWJiYjktZGI5NTI0ZjE1Mjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=384f46e25736021c&srepoch=1683194695&from=searchresults&map=1,2
Amiens,Au Spatial,L'établissement Au Spatial est situé au cœur d'Amiens. La gare et la cathédrale de la ville se trouvent respectivement à 2 minutes et 6 minutes de marche. ,7.4,Amiens,https://www.booking.com/hotel/fr/au-spatial.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsWGzqIGwAIB0gIkNDNmOThhNjQtYThkZi00YzcxLWJiYjktZGI5NTI0ZjE1Mjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=384f46e25736021c&srepoch=1683194695&from_sustainable_property_sr=1&from=searchresults&map=1,2
Amiens,Maison Longuevie,"Doté d’un jardin et d’une terrasse, le Maison Longuevie propose des hébergements avec une télévision à écran plat et une connexion Wi-Fi gratuite à Amiens, à 400 mètres du musée de Picardie. ",9.5,Amiens,https://www.booking.com/hotel/fr/longuevie.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsWGzqIGwAIB0gIkNDNmOThhNjQtYThkZi00YzcxLWJiYjktZGI5NTI0ZjE1Mjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=384f46e25736021c&srepoch=1683194695&from=searchresults&map=1,2
Amiens,DOWNTOWN COCOON - CENTRE VILLE - WiFi - NETFLIX,"Situé à Amiens, à 1,2 km de la gare et à 2,8 km du Zénith, le DOWNTOWN COCOON - CENTRE VILLE - WiFi - NETFLIX propose des hébergements avec une connexion Wi-Fi gratuite et une télévision à écran plat....",9.3,Amiens,https://www.booking.com/hotel/fr/downtown-cocoon-centre-ville-wifi-netflix.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsWGzqIGwAIB0gIkNDNmOThhNjQtYThkZi00YzcxLWJiYjktZGI5NTI0ZjE1Mjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=384f46e25736021c&srepoch=1683194695&from=searchresults&map=1,2
Amiens,Hotel Central Anzac,"Bénéficiant d'un emplacement central, l'Hotel Central Anzac propose un hébergement moderne et un petit-déjeuner continental, à 2 minutes à pied de la gare et à 7 minutes de marche de la cathédrale...",7.4,Amiens,https://www.booking.com/hotel/fr/central-anzac.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsWGzqIGwAIB0gIkNDNmOThhNjQtYThkZi00YzcxLWJiYjktZGI5NTI0ZjE1Mjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=384f46e25736021c&srepoch=1683194695&from_sustainable_property_sr=1&from=searchresults&map=1,2
Amiens,Sòlfar - Amiens (hypercentre),"Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, le Sòlfar - Amiens (hypercentre) est un hébergement situé à Amiens, à moins de 1 km de la gare et à 5 minutes à pied du musée...",9.1,Amiens,https://www.booking.com/hotel/fr/solfar-amiens-hypercentre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsWGzqIGwAIB0gIkNDNmOThhNjQtYThkZi00YzcxLWJiYjktZGI5NTI0ZjE1Mjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=384f46e25736021c&srepoch=1683194695&from_sustainable_property_sr=1&from=searchresults&map=1,2
Amiens,Superbe duplex en hypercentre ville,"Situé à Amiens, à 1,2 km de la gare et à 2,8 km du Zénith, le Superbe duplex en hypercentre ville propose des hébergements avec une connexion Wi-Fi gratuite et une télévision à écran plat. ",9.2,Amiens,https://www.booking.com/hotel/fr/superbe-duplex-en-hypercentre-ville.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsWGzqIGwAIB0gIkNDNmOThhNjQtYThkZi00YzcxLWJiYjktZGI5NTI0ZjE1Mjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=384f46e25736021c&srepoch=1683194695&from=searchresults&map=1,2
Amiens,Appartement Prestige - Amiens,"Situé à moins de 4 km du Zénith d'Amiens et à 2,5 km du parc des jardins flottants, l'Appartement Prestige - Amiens propose une connexion Wi-Fi gratuite et une terrasse. ",7.5,Amiens,https://www.booking.com/hotel/fr/appartement-prestige-amiens.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AsWGzqIGwAIB0gIkNDNmOThhNjQtYThkZi00YzcxLWJiYjktZGI5NTI0ZjE1Mjlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=384f46e25736021c&srepoch=1683194695&from=searchresults&map=1,2
St Malo,Villa du Manoir 1685,"Située à Saint-Malo, la Villa du Manoir 1685 propose un hébergement 3 étoiles avec accès à un jardin et à une terrasse. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé. ",8.5,Saint-Malo,https://www.booking.com/hotel/fr/villa-du-manoir-1685.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALFhs6iBsACAdICJGQ4YjdiNTc5LWYwMWEtNGRkMS04YzQyLTNjZGEzOTdiZWFkNNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=89a046e2a7b906d4&srepoch=1683194695&from_sustainable_property_sr=1&from=searchresults&map=1,31
St Malo,Studio cocooning,"Situé à Saint-Malo, à seulement 1,2 km de la plage de Rochebonne, le Studio cocooning propose un hébergement avec vue sur le jardin et un parking privé gratuit. ",9.4,"Sillon, Saint-Malo",https://www.booking.com/hotel/fr/studio-cocooning-saint-malo.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALFhs6iBsACAdICJGQ4YjdiNTc5LWYwMWEtNGRkMS04YzQyLTNjZGEzOTdiZWFkNNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=89a046e2a7b906d4&srepoch=1683194695&from_sustainable_property_sr=1&from=searchresults&map=1,31
St Malo,Hotel Eden,"À 100 mètres de la plage, le charmant établissement Hotel Eden bénéficie d'un accès direct à la vieille ville et au palais des congrès. Il propose des chambres confortables. ",7.2,"Paramé, Saint-Malo",https://www.booking.com/hotel/fr/eden-saint-malo.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALFhs6iBsACAdICJGQ4YjdiNTc5LWYwMWEtNGRkMS04YzQyLTNjZGEzOTdiZWFkNNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=89a046e2a7b906d4&srepoch=1683194695&from=searchresults&map=1,31
St Malo,Hotel Le Croiseur Intra Muros,"Situé à Saint-Malo, à 400 mètres du casino, l’Hotel Le Croiseur Intra Muros propose de nombreux équipements, dont une terrasse, un salon commun, un bar et une connexion Wi-Fi gratuite. ",8.4,"Intra muros, Saint-Malo",https://www.booking.com/hotel/fr/le-croiseur.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALFhs6iBsACAdICJGQ4YjdiNTc5LWYwMWEtNGRkMS04YzQyLTNjZGEzOTdiZWFkNNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=89a046e2a7b906d4&srepoch=1683194695&from=searchresults&map=1,31
St Malo,Hôtel Bristol Union Intra Muros,"L’Hôtel Bristol Union Intra Muros est situé au cœur de Saint-Malo, dans l’enceinte des remparts de la vieille ville, à 180 mètres du port de plaisance. ",8.6,"Intra muros, Saint-Malo",https://www.booking.com/hotel/fr/bristol-union.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALFhs6iBsACAdICJGQ4YjdiNTc5LWYwMWEtNGRkMS04YzQyLTNjZGEzOTdiZWFkNNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=89a046e2a7b906d4&srepoch=1683194695&from=searchresults&map=1,31
St Malo,Hôtel Cartier,"Situé à l’intérieur des murs fortifiés de Saint-Malo, l'Hôtel Cartier vous accueille à seulement 280 mètres du port de plaisance ainsi qu'à 500 mètres de la plage et de la Manche. ",8.3,"Intra muros, Saint-Malo",https://www.booking.com/hotel/fr/cartier.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALFhs6iBsACAdICJGQ4YjdiNTc5LWYwMWEtNGRkMS04YzQyLTNjZGEzOTdiZWFkNNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=89a046e2a7b906d4&srepoch=1683194695&from_sustainable_property_sr=1&from=searchresults&map=1,31
St Malo,Hôtel Le Nautilus,"L'Hôtel Le Nautilus occupe un bâtiment rénové du XVIIe siècle situé dans la ville fortifiée de Saint-Malo. Cet hôtel propose un bar, une bagagerie et un salon commun. ",9.1,"Intra muros, Saint-Malo",https://www.booking.com/hotel/fr/le-nautilus.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALFhs6iBsACAdICJGQ4YjdiNTc5LWYwMWEtNGRkMS04YzQyLTNjZGEzOTdiZWFkNNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=89a046e2a7b906d4&srepoch=1683194695&from_sustainable_property_sr=1&from=searchresults&map=1,31
St Malo,Residence Reine Marine,"Située sur la plage la résidence vous offre un panorama exceptionnel sur la baie de saint-malo Piscine couverte et chauffée, hammam, parking gratuit, accès direct à la plage, à quelques minutes du ce...",8.3,Saint-Malo,https://www.booking.com/hotel/fr/residence-reine-marine.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALFhs6iBsACAdICJGQ4YjdiNTc5LWYwMWEtNGRkMS04YzQyLTNjZGEzOTdiZWFkNNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=89a046e2a7b906d4&srepoch=1683194695&from=searchresults&map=1,31
St Malo,Hôtel La Porte Saint Pierre-Logis Hôtel Intra Muros,"L'Hôtel La Porte Saint Pierre-Logis Hôtel Intra Muros est situé à l'intérieur des remparts historiques de la vieille ville de Saint-Malo, à seulement 10 mètres de la plage. ",8.6,"Intra muros, Saint-Malo",https://www.booking.com/hotel/fr/sarl-porte-saint-pierre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALFhs6iBsACAdICJGQ4YjdiNTc5LWYwMWEtNGRkMS04YzQyLTNjZGEzOTdiZWFkNNgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=89a046e2a7b906d4&srepoch=1683194695&from_sustainable_property_sr=1&from=searchresults&map=1,31
